CellID,Length,Synapses,Density,Degree,WeightedDegree
2544902,139.71497,49,0.35071402,9,49
15573283,141.83073,26,0.18331712,20,26
15632371,171.13721,21,0.12270855,18,21
15541944,129.84102,47,0.36198115,23,47
2200028,114.36895,69,0.60331057,7,69
15691118,137.31778,51,0.37140129,32,51
16685117,257.56907,158,0.61342768,59,158
4059758,121.89937,3,0.024610464,2,3
18149325,263.37046,122,0.46322583,36,122
17746794,208.38427,128,0.61424983,38,128
12356747,181.88437,128,0.70374381,54,128
9741463,145.83357,95,0.65142752,46,95
16115501,132.31456,16,0.12092395,7,16
17298108,165.56911,77,0.4650626,25,77
17941609,145.71145,38,0.26078939,21,38
900032,133.17763,33,0.24778936,4,33
11717020,208.24492,99,0.47540175,42,99
15610387,156.69085,6,0.03829196,5,6
15445198,122.43385,5,0.04083838,4,5
4127911,200.4637,50,0.24942172,35,50
2216187,121.12291,83,0.68525434,13,83
17360014,230.80453,61,0.2642929,36,61
17654645,248.4204,77,0.30995844,51,77
4926999,164.88802,115,0.69744303,37,115
15618756,124.88783,8,0.064057483,5,8
15723479,145.41298,12,0.082523585,6,12
17326213,215.58221,91,0.42211276,42,91
16494105,213.28257,128,0.6001428,63,128
8821758,164.37672,62,0.37718236,33,62
17170215,207.92058,71,0.34147654,33,71
19857577,178.32075,84,0.47106129,34,84
7025831,179.64404,95,0.52882355,40,95
15586914,198.33527,69,0.34789577,39,69
18231999,164.95202,29,0.1758087,13,29
15671481,118.27376,24,0.20291906,10,24
10760217,191.39374,66,0.34483886,32,66
16933362,240.5243,268,1.1142326,70,268
