CellID,Length,Synapses,Density,Degree,WeightedDegree
79439,165.8464,202,1.2179945,4,20
80300,164.1095,106,0.6459102,2,27
78181,161.9442,223,1.3770175,11,28
78851,158.8417,172,1.0828391,2,41
77299,164.5313,82,0.49838541,35,74
79178,169.2326,331,1.9558879,4,26
76844,166.8883,149,0.89281274,1,40
81120,163.0582,127,0.77886301,9,51
77538,166.399,122,0.73317748,23,57
77908,167.1423,156,0.93333644,20,83
78439,171.0159,201,1.1753293,11,61
78684,168.3185,116,0.68916964,27,81
79660,169.3994,227,1.3400284,3,15
79975,165.6864,176,1.0622477,7,50
78802,165.9896,164,0.98801371,6,73
80554,167.7447,96,0.57229826,17,107
79642,171.0919,247,1.4436686,3,25
79714,167.869,230,1.370116,9,51
81507,188.2209,119,0.63223585,16,42
79937,169.6664,134,0.78978513,10,65
81024,172.8903,166,0.9601464,16,48
79664,166.7952,293,1.7566453,5,50
78179,173.6286,188,1.0827709,5,30
79254,172.6162,143,0.82842746,13,54
77611,168.452,138,0.81922447,2,19
79017,170.3226,148,0.8689393,26,67
80231,174.0587,347,1.9935803,7,63
77748,194.2089,69,0.35528753,26,76
78420,175.3701,159,0.90665398,50,154
80549,177.9698,208,1.1687376,4,8
80954,177.8586,232,1.304407,7,47
79232,178.1973,109,0.61168155,6,20
78603,183.5103,127,0.69205925,6,24
78554,179.9041,81,0.45023988,23,45
80165,169.5989,140,0.82547705,10,46
79885,171.5467,296,1.7254777,1,30
79767,175.1919,183,1.0445688,9,47
79032,182.2257,351,1.9261828,11,90
78102,181.3894,96,0.52924813,5,32
79248,177.5636,172,0.968667,6,45
77523,185.7378,263,1.4159746,0,107
79134,178.4082,305,1.7095627,3,40
77050,179.6166,210,1.169157,9,99
81613,180.5912,85,0.47067631,11,29
79523,182.8942,152,0.83108158,7,35
81016,181.6244,180,0.99105627,35,110
78824,177.8607,214,1.2031888,13,57
78854,181.6605,235,1.2936219,2,9
78855,179.3241,224,1.2491349,8,58
79678,180.4046,203,1.1252485,4,39
78819,181.2045,161,0.88849891,1,6
81299,187.9325,213,1.1333857,12,63
76292,176.7973,181,1.0237713,9,60
